tcp,estc,playfile,html_name,corpus_name,Wiggins number,author,author 2,author 3,author 4,author 5,translator,adaptation,missing from tcp or excluded,title,alternative title,type,genre,Wiggins genre,DEEP genre,Harbage genre,Wiggins contemporary genre,date of writing,date of 1st performance,Harbage limits of performance date,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes,text_name,in_554,in_666,in_1244,status
A59977,R203569,A59977,a59977headed_Docuscope.html,,,"Shirley, James",,,,,,,no,Cupid and Death,,drama,EN,,MA,,,1653,1653,,1653,1659,,,,,,,A59977.headed.txt,FALSE,TRUE,TRUE,Free
A59979,R18513,A59979,a59979headed_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,The Gentleman of Venice,,drama,CO,,TC,,,1639,1639,,1655,1655,Ogilby's Men,Queen Henrietta Maria's Men,,,,,A59979.headed.txt,TRUE,TRUE,TRUE,Free
A59982,R35185,A59982_01,a59982headedcollection001_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,Honoria and Mammon,Honoria and Mammon; The Contention of Ajax and Ulysses,drama,TC,,Moral,,,1631,1631,,1633,1659,,,,,,,A59982.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A59982,R35185,A59982_02,a59982headedcollection002_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,The Contention of Ajax and Ulysses,The Contention of Ajax and Ulysses for the Armor of Achilles,drama,TC,,Entertainment,,,1645,1658,,1658,1659,,,,,,,A59982.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A59990,R19495,A59990,a59990headed_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,The Politician,,drama,TR,,TR,,,1639,1639,,1655,1655,Ogilby's Men; Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,,,,,A59990.headed.txt,TRUE,TRUE,TRUE,Free
A59992,R20878,A59992_01,a59992headedcollection001_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,The Brothers,The Politic Father,drama,CO,,CO,,,1652,1641,,1652,1653,King's Men,,,,,,A59992.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A59992,R20878,A59992_02,a59992headedcollection002_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,The Sisters,,drama,CO,,CO,,,1642,1642,,1652,1653,King's Men,,,,,,A59992.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A59992,R20878,A59992_03,a59992headedcollection003_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,The Doubtful Heir,"Rosania, or Love's Victory",drama,TC,,TC,,,1638,1638,,1652,1653,Ogilby's Men,King's Men,,,,,A59992.headed_collection_003.txt,TRUE,TRUE,TRUE,Free
A59992,R20878,A59992_04,a59992headedcollection004_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,The Impostor,The Imposture,drama,TC,,TC,,,1640,1640,,1652,1653,King's Men,,,,,,A59992.headed_collection_004.txt,TRUE,TRUE,TRUE,Free
A59992,R20878,A59992_05,a59992headedcollection005_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,The Cardinal,,drama,TR,,TR,,,1641,1641,,1652,1653,King's Men,,,,,,A59992.headed_collection_005.txt,TRUE,TRUE,TRUE,Free
A59992,R20878,A59992_06,a59992headedcollection006_Docuscope.html,46977f5d7a,,"Shirley, James",,,,,,,no,The Court Secret,,drama,TC,,TC,,,1642,1642,,1653,1653,,,,,,,A59992.headed_collection_006.txt,TRUE,TRUE,TRUE,Free
A60677,Wing S4360; ESTC R23654,A60677,a60677headed_Docuscope.html,,,"Smythe, John (Produced by Underhill, Cave)",,,,,,,no,"Win Her and Take Her, or Old Fools Will Be Meddling",,drama,CO,,,CO,,1691,1691,1691,1691,1691,United,,,,,,A60677.headed.txt,FALSE,FALSE,TRUE,Restricted
A60959,Wing S4756; ESTC R31953,A60959,a60959headed_Docuscope.html,,,"Southerne, Thomas",,,,,,,no,"The Fatal Marriage, or The Innocent Adultery",,drama,TC,,,TC,,1694,1694,Feb.,1694,1694,United,,,,,,A60959.headed.txt,FALSE,FALSE,TRUE,Free
A60960,Wing S4757; ESTC R12322,A60960,a60960headed_Docuscope.html,,,"Southerne, Thomas",,,,,,,no,The Fate of Capua,,drama,TR,,,TR,,1700,1700,c. Apr.,1700,1700,Betterton's,,,,,,A60960.headed.txt,FALSE,FALSE,TRUE,Restricted
A60961,Wing S4758; ESTC R12267,A60961,a60961headed_Docuscope.html,,,"Southerne, Thomas",,,,,,,no,"The Loyal Brother, or The Persian Prince",,drama,TR,,,TR,,1682,1682,4 Feb. (?),1682,1682,King's,,,,,,A60961.headed.txt,FALSE,FALSE,TRUE,Free
A60964,Wing S4760; ESTC R11651,A60964,a60964headed_Docuscope.html,,,"Southerne, Thomas",,,,,,,no,"The Maid's Last Prayer, or Any Rather Than Fail",,drama,CO,,,CO,,1693,1693,c. Feb.,1693,1693,United,,,,,,A60964.headed.txt,FALSE,FALSE,TRUE,Free
A60965,Wing S4761; ESTC R12217,A60965,a60965headed_Docuscope.html,,,"Southerne, Thomas",,,,,,,no,Oroonoko,,drama,TR,,,TR,,1695,1695,c. Nov.,1696,1696,Patent,,,,,,A60965.headed.txt,FALSE,FALSE,TRUE,Free
A60969,Wing S4767; ESTC R32710,A60969,a60969headed_Docuscope.html,,,"Southerne, Thomas",,,,,,,no,"Sir Anthony Love, or The Rambling Lady",,drama,CO,,,CO,,1690,1690,c. Dec.,1691,1698,United,,,,,,A60969.headed.txt,FALSE,FALSE,TRUE,Restricted
A60971,Wing S4769; ESTC R28172,A60971,a60971headed_Docuscope.html,,,"Southerne, Thomas",,,,,,,no,"The Wives' Excuse, or Cuckolds Make Themselves",,drama,CO,,,CO,,1691,1691,Dec.,1692,1692,United,,,,,,A60971.headed.txt,FALSE,FALSE,TRUE,Free
A60974,Wing S4771; ESTC R19742,A60974,a60974headed_Docuscope.html,,,"S[outhland?], T[homas?]",,,,,,,no,Love à la Mode,,drama,CO,,,CO,,1663,1663,1662-1663,1663,1663,,,Middlesex House,,,,A60974.headed.txt,FALSE,FALSE,TRUE,Restricted
A61309,Wing S5260A; ESTC R203626,A61309,a61309headed_Docuscope.html,,,"Stapylton, Robert",,,,,,,no,The Slighted Maid,,drama,TC,,,TC,,1663,1663,23 Feb. (Pepys),1663,1663,Duke's,,,,,,A61309.headed.txt,FALSE,FALSE,TRUE,Free
A61310,Wing S5261; ESTC R14195,A61310,a61310headed_Docuscope.html,,,"Stapylton, Robert",,,,,,,no,The Stepmother,,drama,TC,,,TC,,1663,1663,c. Nov.,1664,1664,Duke's,,,,,,A61310.headed.txt,FALSE,FALSE,TRUE,Free
A61311,Wing S5262; ESTC R15104,A61311,a61311headed_Docuscope.html,,,"Stapylton, Robert",,,,,,,no,Hero and Leander,,drama,TR,,,TR,,1669,1669,1669,1669,1669,Unacted,,,,,,A61311.headed.txt,FALSE,FALSE,TRUE,Free
A61942,R14196,A61942,a61942headed_Docuscope.html,46977f5d7a,,"Suckling, Sir John",,,,,,,no,"Brennoralt, or The Discontented Colonel",,drama,TR,,TR,,,1639,1639,,1642,1642,King's Men,,,,,,A61942.headed.txt,TRUE,TRUE,TRUE,Free
A61943,R219681,single play in collection of non-dramatic material,a61943headedcollection001_Docuscope.html,,,"Suckling, John",,,,,,,yes,The Goblins,,drama,CO,,CO,,,1637,1638,,1646,1646,King's Men,,,,,,A61943.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A62038,R42,A62038,a62038headed_Docuscope.html,46977f5d7a,,"Swinhoe, Gilbert",,,,,,,no,The Unhappy Fair Irene,,drama,TR,,TR,,,1658,1658,,1658,1658,,,,,,,A62038.headed.txt,TRUE,TRUE,TRUE,Free
A62083,Wing S6322; ESTC R27882,A62083,a62083headed_Docuscope.html,,,"St Serfe, Thomas",,,,,,Adapt. Moreto's No puede ser guarda una mujer,no,"Tarugo's Wiles, or The Coffee-House",,drama,CO,,,CO,,1667,1667,5 Oct. (Pepys),1667,1668,Duke's,,,,,,A62083.headed.txt,FALSE,FALSE,TRUE,Free
A62223,Wing S741; ESTC R17093,A62223,a62223headed_Docuscope.html,,,"Saunders, Charles",,,,,,,no,Tamerlane the Great,,drama,TR,,,TR,,1681,1681,8 Jan. (Pepys),1681,1681,King's,,,,,,A62223.headed.txt,FALSE,FALSE,TRUE,Free
A62347,Wing S878; ESTC R9970,A62347,a62347headed_Docuscope.html,,,Anon.,,,,,,,no,"Romulus and Hersilia, or The Sabine War",,drama,TR,,,TR,,1682,1682,10 Aug.,1683,1683,Duke's,,,,,,A62347.headed.txt,FALSE,FALSE,TRUE,Free
A62422,Wing T1008; ESTC R2498,A62422,a62422headed_Docuscope.html,,,"Thomson, Thomas",,,,,,,no,The English Rogue,,drama,CO,,,CO,,1660,,1660-1668 (pub.),1668,1668,Privately acted (?),,,,,,A62422.headed.txt,FALSE,FALSE,TRUE,Restricted
A62423,Wing T1009; ESTC R2655,A62423,a62423headed_Docuscope.html,,,"Thomson, Thomas",,,,,,Passages from Massinger's City Madam,no,The Life of Mother Shipton,,drama,CO,,,CO,,1670,,1668-1671 (pub.),[1668-71],1670,Unknown,,,,,,A62423.headed.txt,FALSE,FALSE,TRUE,Restricted
A62477,R20950,A62477,a62477headed_Docuscope.html,46977f5d7a,,"Webster, John","Rowley, William",,,,,,no,The Thracian Wonder,The Thracian Wonder. A Comical History.,drama,CO,,,,,1599,,,1661,1661,,,,,,,A62477.headed.txt,TRUE,TRUE,TRUE,Free
A62828,Wing T173; ESTC R38280,A62828,a62828headed_Docuscope.html,,,"Tasso, Torquato",,,,,"Oldmixon, John",,no,Amintas,,drama,TC,,,Pastoral,,1698,1698,1698,1698,1698,Patent,,,,,,A62828.headed.txt,FALSE,FALSE,TRUE,Restricted
A62851,Wing T177; ESTC R16,A62851,a62851headed_Docuscope.html,,,"Tate, Nahum",,,,,,,no,"Brutus of Alba, or The Enchanted Lovers",,drama,TR,,,TR,,1678,1678,c. July,1678,1678,Duke's,,,,,,A62851.headed.txt,FALSE,FALSE,TRUE,Free
A62863,Wing T180; ESTC R38279,A62863,a62863headed_Docuscope.html,,,"Tate, Nahum",,,,,,"Adapt. Jonson, et al., Eastward Ho",no,"Cuckolds Haven, or An Alderman No Conjurer",,drama,CO,,,Farce,,1685,1685,c. June,1685,1685,United,,,,,,A62863.headed.txt,FALSE,FALSE,TRUE,Free
A62894,R23455,A62894,a62894headed_Docuscope.html,,,"Tomkis, Thomas",,,,,,,no,"Lingua, or The Combat of the Tongue and the Five Senses for Superiority",,drama,CO,,Academic Moral,,,1602,1607,,1607,1657,,,,,,,A62894.headed.txt,FALSE,FALSE,FALSE,Free
A62946,Wing T190; ESTC R3412,A62946,a62946headed_Docuscope.html,,,"Tate, Nahum",,,,,,Adapt. Shakespeare,no,"The Ingratitude of a Commonwealth, or The Fall of Caius Martius Coriolanus",,drama,TR,,,TR,,1681,1681,c. Dec.,1682,1682,King's,,,,,,A62946.headed.txt,FALSE,FALSE,TRUE,Free
A62964,Wing T192; ESTC R32747,A62964,a62964headed_Docuscope.html,,,"Tate, Nahum",,,,,,Adapt. Fletcher,no,The Island Princess,,drama,TC,,,TC,,1687,1687,25 Apr.,1687,1687,United,,,,,,A62964.headed.txt,FALSE,FALSE,TRUE,Free
A62967,Wing T193; ESTC R20668,A62967,a62967headed_Docuscope.html,,,"Tate, Nahum",,,,,,,no,The Loyal General,,drama,TR,,,TR,,1679,1679,c. Dec.,1680,1680,Duke's,,,,,,A62967.headed.txt,FALSE,FALSE,TRUE,Free
A63042,R219725,A63042,a63042headed_Docuscope.html,46977f5d7a,,Anon.,,,,,,,no,1 Newmarket Fair,"1 Newmarket Fair, or A Parliament Outcry of State Commodities, Set to Sale",drama,TC,,Political Dialogue,,,1649,1649,,1649,1649,,,,,,,A63042.headed.txt,TRUE,TRUE,TRUE,Restricted
A63171,Wing T218; ESTC R11418,A63171,a63171headed_Docuscope.html,,,"Tatham, John",,,,,,,no,Aqua Triumphalis,,drama,EN,,,Royal EN,,1662,1662,23 Aug.,1662,1662,,,London,,,,A63171.headed.txt,FALSE,FALSE,TRUE,Free
A63181,Wing T220; ESTC R3000,A63181,a63181headed_Docuscope.html,,,Anon.,,,,,,,no,"Knavery in All Trades, or The Coffee-House",,drama,CO,,,CO,,1664,1664,'Christmas Holidays',1664,1664,'By Several Apprentices',,,,,,A63181.headed.txt,FALSE,FALSE,TRUE,Free
A63188,Wing T221; ESTC R568,A63188,a63188headed_Docuscope.html,,,"Tatham, John",,,,,,,no,Londinium Triumphans,,drama,EN,,,Civic Pageant,,1663,1663,29 Oct.,1663,1663,,,London,,,,A63188.headed.txt,FALSE,FALSE,TRUE,Free
A63201,R38278,A63201,a63201headed_Docuscope.html,,,"Tatham, John",,,,,,,yes,London's Triumph for Thomas Allen,,drama,EN,,Civic Pageant,Civic Pageant,,1659,1659,29 Oct.,1659,1659,,,London,,,,A63201.headed.txt,FALSE,FALSE,TRUE,Free
A63216,R126,A63216,a63216headed_Docuscope.html,,,"Tatham, John",,,,,,,yes,"London's Triumph, Presented by Industry and Honor",London's Triumph for John Ireton,drama,EN,,Civic Pageant,,,1658,1658,,1658,1658,,,,,,,A63216.headed.txt,FALSE,FALSE,TRUE,Free
A63229,Wing T227; ESTC R79,A63229,a63229headed_Docuscope.html,,,"Tatham, John",,,,,,,no,London's Triumphs,,drama,EN,,,Civic Pageant,,1664,1664,29 Oct.,1664,1664,,,London,,,,A63229.headed.txt,FALSE,FALSE,TRUE,Free
A63271,Wing T232; ESTC R10302,A63271,a63271headed_Docuscope.html,,,"Tatham, John",,,,,,,no,The Royal Oak,,drama,EN,,,Civic Pageant,,1660,1660,29 Oct.,1660,1660,,,London,,,,A63271.headed.txt,FALSE,FALSE,TRUE,Free
A63279,Wing T233; ESTC R20615,A63279,a63279headed_Docuscope.html,,,"Tatham, John",,,,,,,no,"The Rump, or The Mirror of the Late Times",,drama,CO,,,Topical CO,,1660,1660,1660-1668,1660,1660,Beeston's Company,,,,,,A63279.headed.txt,FALSE,FALSE,TRUE,Free
A63300,R1648,A63300,a63300headed_Docuscope.html,46977f5d7a,,"Tatham, John",,,,,,,no,"The Scots Figaries, or A Knot of Knaves",,drama,CO,,Political Comedy,,,1652,1652,,1652,1652,,,,,,,A63300.headed.txt,TRUE,TRUE,TRUE,Free
A63343,Wing T240; ESTC R220787,A63343,a63343headed_Docuscope.html,,,"Taubman, Matthew",,,,,,,no,London's Anniversary Festival,,drama,EN,,,Civic Pageant,,1688,1688,29 Oct.,1688,1688,,,London,,,,A63343.headed.txt,FALSE,FALSE,TRUE,Restricted
A63353,Wing T242; ESTC R10359,A63353,a63353headed_Docuscope.html,,,"Taubman, Matthew",,,,,,,no,London's Great Jubilee,,drama,EN,,,Civic Pageant,,1689,1689,29 Oct.,1689,1689,,,London,,,,A63353.headed.txt,FALSE,FALSE,TRUE,Free
A63358,Wing T243; ESTC R10412,A63358,a63358headed_Docuscope.html,,,"Taubman, Matthew",,,,,,,no,"London's Triumph, or The Goldsmiths' Jubilee",,drama,EN,,,Civic Pageant,,1687,1687,29 Oct.,1687,1687,,,London,,,,A63358.headed.txt,FALSE,FALSE,TRUE,Free
A63833,Wing T3228; ESTC R6192,A63833,a63833headed_Docuscope.html,,,"Tuke, Richard",,,,,,,no,"The Divine Comedian, or The Right Use of Plays",,drama,IN,,,Moral,,1672,1672,1672,1672,1672,Unacted,,,,,,A63833.headed.txt,FALSE,FALSE,TRUE,Restricted
A63834,Wing T3229; ESTC R23158,A63834,a63834headed_Docuscope.html,,,"Tuke, Samuel",,,,,,Adapt. Coello's Los Empeños de seis horas,no,The Adventures of Five Hours,,drama,TC,,,TC,,1663,1663,8 Jan. (Pepys),1663,1663,Duke's,,,,,,A63834.headed.txt,FALSE,FALSE,TRUE,Free
A63969,Wing T3382; ESTC R20654,play in collection,a63969headedcollection001_Docuscope.html,,,"Tutchin, John",,,,,,,no,The Unfortunate Shepherd,,drama,TC,,,Pastoral,,1685,1685,1685,1685,1685,Unacted,,,,,,A63969.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A64394,Wing T736; ESTC R34652,play in collection,a64394headedcollection001_Docuscope.html,,,Terence,,,,,"Hoole, Charles",,no,Comoedia Sex Anglo-Latinae: Andria,,drama,CO,,,CO,,1663,1663,1663,1663,1663,Closet,,,,,,A64394.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A64394,Wing T736; ESTC R34652,play in collection,a64394headedcollection002_Docuscope.html,,,Terence,,,,,"Hoole, Charles",,no,Comoedia Sex Anglo-Latinae: Eunuchus,,drama,CO,,,CO,,1663,1663,1663,1663,1663,Closet,,,,,,A64394.headed_collection_002.txt,FALSE,FALSE,TRUE,Free
A64394,Wing T736; ESTC R34652,play in collection,a64394headedcollection003_Docuscope.html,,,Terence,,,,,"Hoole, Charles",,no,Comoedia Sex Anglo-Latinae: Heautontimorumenos,,drama,CO,,,CO,,1663,1663,1663,1663,1663,Closet,,,,,,A64394.headed_collection_003.txt,FALSE,FALSE,TRUE,Free
A64394,Wing T736; ESTC R34652,play in collection,a64394headedcollection004_Docuscope.html,,,Terence,,,,,"Hoole, Charles",,no,Comoedia Sex Anglo-Latinae: Adelphi,,drama,CO,,,CO,,1663,1663,1663,1663,1663,Closet,,,,,,A64394.headed_collection_004.txt,FALSE,FALSE,TRUE,Free
A64394,Wing T736; ESTC R34652,play in collection,a64394headedcollection005_Docuscope.html,,,Terence,,,,,"Hoole, Charles",,no,Comoedia Sex Anglo-Latinae: Hecyra,,drama,CO,,,CO,,1663,1663,1663,1663,1663,Closet,,,,,,A64394.headed_collection_005.txt,FALSE,FALSE,TRUE,Free
A64394,Wing T736; ESTC R34652,play in collection,a64394headedcollection006_Docuscope.html,,,Terence,,,,,"Hoole, Charles",,no,Comoedia Sex Anglo-Latinae: Phormio,,drama,CO,,,CO,,1663,1663,1663,1663,1663,Closet,,,,,,A64394.headed_collection_006.txt,FALSE,FALSE,TRUE,Free
A64714,Wing U63; ESTC R14556,A64714,a64714headed_Docuscope.html,,,"Anon. (Southland, Thomas?)",,,,,,,no,The Ungrateful Favourite,,drama,TR,,,TR,,1664,,11 May (imprim.),1664,1664,Unacted,,,,,,A64714.headed.txt,FALSE,FALSE,TRUE,Restricted
A64724,Wing U87; ESTC R34686,A64724,a64724headed_Docuscope.html,,,Anon. ('Ariadne'?),,,,,,,no,The Unnatural Mother,Love's Reward,drama,TR,,,TR,,1697,1697,c. Aug.,1698,1698,Betterton's,,,,,,A64724.headed.txt,FALSE,FALSE,TRUE,Free
A65052,Wing V54; ESTC R27037,A65052,a65052headed_Docuscope.html,,,"Vanbrugh, John",,,,,,,no,1 & 2 Aesop,,drama,CO,,,CO,,1696,1696,c. Dec.,1697,1697,Patent,,,,,,A65052.headed.txt,FALSE,FALSE,TRUE,Free
A65060,Wing V55; ESTC R23,A65060,a65060headed_Docuscope.html,,,"Vanbrugh, John",,,,,,,no,The Provoked Wife,,drama,CO,,,CO,,1697,1697,c. May,1697,1697,Betterton's,,,,,,A65060.headed.txt,FALSE,FALSE,TRUE,Free
A65075,Wing V57; ESTC R23576,A65075,a65075headed_Docuscope.html,,,"Vanbrugh, John",,,,,,,no,"The Relapse, or Virtue in Danger",,drama,CO,,,CO,,1696,1696,21 Nov.,1697,1697,Patent,,,,,,A65075.headed.txt,FALSE,FALSE,TRUE,Free
A65360,R5767,A65360,a65360headed_Docuscope.html,46977f5d7a,,"Webster, John",,,,,,,no,Appius and Virginia,,drama,TR,,TR,,,1624,1624,,1654,1654,Beeston's Boys,,,,,,A65360.headed.txt,TRUE,TRUE,TRUE,Free
A65693,Wing W1716; ESTC R20420,A65693,a65693headed_Docuscope.html,,,"Whitaker, William",,,,,,,no,"The Conspiracy, or The Change of Government",,drama,TR,,,TR,,1680,1680,c. Mar.,1680,1680,Duke's,,,,,,A65693.headed.txt,FALSE,FALSE,TRUE,Free
A66089,R6521,A66089,a66089headed_Docuscope.html,,,"Willan, Leonard",,,,,,,yes,"Astraea, or Love's True Mirror",,drama,TC,,TC,,,1651,1651,,1651,1651,,,,,,,A66089.headed.txt,FALSE,FALSE,TRUE,Free
A66091,R6520,A66091,a66091headed_Docuscope.html,,,"Willan, Leonard",,,,,,,yes,"Orgula, or The Fatal Error",,drama,TR,,TR,,,1658,1658,,1658,1658,,,,,,,A66091.headed.txt,FALSE,FALSE,TRUE,Free
A66563,Wing W2912; ESTC R38666,A66563,a66563headed_Docuscope.html,,,"Wilson, John",,,,,,,no,Andronicus Comnenus,,drama,TR,,,TR,,1664,1664,1664,1664,1664,Unacted,,,,,,A66563.headed.txt,FALSE,FALSE,TRUE,Free
A66564,Wing W2915; ESTC R38667,A66564,a66564headed_Docuscope.html,,,"Wilson, John",,,,,,,no,"Belphegor, or The Marriage of the Devil",,drama,TC,,,TC,,1677,1677,1677-1678,1691,1691,,,"Smock Alley, Dublin (United in 1690)",,,,A66564.headed.txt,FALSE,FALSE,TRUE,Free
A66565,Wing W2916; ESTC R12233,A66565,a66565headed_Docuscope.html,,,"Wilson, John",,,,,,,no,The Cheats,,drama,CO,,,CO,,1663,1663,lic. 6 Mar.,1664,1664,King's,,,,,,A66565.headed.txt,FALSE,FALSE,TRUE,Free
A66573,Wing W2923; ESTC R38668,A66573,a66573headed_Docuscope.html,,,"Wilson, John",,,,,,,no,The Projectors,,drama,CO,,,CO,,1664,,13 Jan. (imprim.),1665,1665,Unacted (?),,,,,,A66573.headed.txt,FALSE,FALSE,TRUE,Free
A66801,Wing W3218; ESTC R38726,A66801,a66801headed_Docuscope.html,,,"Kirkman, Francis",,,,,,"Adapt. of multiple scenes of multiple plays, see title column",no,"1 The Wits, or Sport upon Sport: A collection of drolls fashioned from comic scenes in older plays: The Bouncing Knight, or The Robbers Robbed (From 1 Henry IV); The Bubble (from Greene's Tu Quoque); The Club-Men (from Philaster); The Doctors of Dull-Head College (from Monsieur Thomas); The Encounter (from The Knight of the Burning Pestle); An Equal Match (from Rule a Wife and Have a Wife); The False Heir and Formal Curate (from The Scornful Lady); Forced Valour (from The Humorous Lieutenant); The Grave-Makers (from Hamlet); The Humour of Bumpkin (from Cox's Actaeon and Diana); The Humour of Hobbinol (from Cox's Rural Sports); The Humour of John Swabbler (from Cox's Actaeon and Diana); The Humour of Simpleton (from Cox's Simpleton the Smith); The Humours of Monsieur Galliard (from The Variety); The Humours of Simpkin (from Cox's Actaeon and Diana); The Imperick (from The Alchemist); Invisible Smirk, or The Pen Combatants (from Two Merry Milkmaids); Jenkin's Love-Course and Perambulation (from Love Tricks); The Lame Commonwealth (from Beggars' Bush); The Landlady (from The Chances); The Loyal Citizens (from Cupid's Revenge); A Prince in Conceit (from The Opportunity); The Sexton, or The Mock Testator (from The Spanish Curate); The Stallion (from The Custom of the Country); The Surprise (from The Maid in the Mill); The Testy Lord (from The Maid's Tragedy); The Three Merry Boys (from The Bloody Brother). For 2 The Wits, see 1673.",,drama,CO,,,Drolls,,1662,,1662 (pub.),1662,1662,Offered for acting,,,,,,A66801.headed.txt,FALSE,FALSE,TRUE,Free
A66885,Wing W3322; ESTC R12074,A66885,a66885headed_Docuscope.html,,,Anon.,,,,,,,no,The Woman Turned Bully,,drama,CO,,,CO,,1675,1675,24 Mar.,1675,1675,Duke's,,,,,,A66885.headed.txt,FALSE,FALSE,TRUE,Free
A67171,Wing W3711; ESTC R34768,A67171,a67171headed_Docuscope.html,,,"Wright, Thomas",,,,,,,no,The Female Virtuosos (Adapt. Molière's Les Femmes savantes.),,drama,CO,,,CO,,1693,1693,c. May,1693,1693,United,,,,,,A67171.headed.txt,FALSE,FALSE,TRUE,Restricted
A67192,Wing W3738; ESTC R21398,A67192,a67192headed_Docuscope.html,,,"Wycherley, William",,,,,,,no,The Country Wife,,drama,CO,,,CO,,1675,1675,12 Jan.,1675,1675,King's,,,,,,A67192.headed.txt,FALSE,FALSE,TRUE,Free
A67199,Wing W3745; ESTC R34098,A67199,a67199headed_Docuscope.html,,,"Wycherley, William",,,,,,,no,The Gentleman Dancing-Master,,drama,CO,,,CO,,1672,1672,6 Feb.,1673,1693,Duke's,,,,,,A67199.headed.txt,FALSE,FALSE,TRUE,Free
A67201,Wing W3747; ESTC R7945,A67201,a67201headed_Docuscope.html,,,"Wycherley, William",,,,,,,no,"Love in a Wood, or St James's Park",,drama,CO,,,CO,,1671,1671,c. Mar.,1672,1672,King's,,,,,,A67201.headed.txt,FALSE,FALSE,TRUE,Free
A67202,Wing W3749; ESTC R10532,A67202,a67202headed_Docuscope.html,,,"Wycherley, William",,,,,,,no,The Plain Dealer,,drama,CO,,,CO,,1676,1676,11 Dec.,1677,1677,King's,,,,,,A67202.headed.txt,FALSE,FALSE,TRUE,Free
A67305,Wing W455; ESTC R9390,A67305,a67305headed_Docuscope.html,,,"Walker, William",,,,,,,no,Victorious Love,,drama,TR,,,TR,,1698,1698,c. June,1698,1698,Patent,,,,,,A67305.headed.txt,FALSE,FALSE,TRUE,Restricted
A67336,Wing W502; ESTC R6612,A67336,a67336headed_Docuscope.html,,,"Waller, Edmund",,,,,,Adapt. Beaumont & Fletcher; with happy ending,no,The Maid's Tragedy,,drama,TC,,,TC,,1664,1664,c.1664,1690,1690,King's (Recorded performances from 1666),,,,,,A67336.headed.txt,FALSE,FALSE,TRUE,Free
A68114,S103417,A68114,a68114headed_Docuscope.html,46977f5d7a,,"Greene, Robert",,,,,,,no,1 Selimus,,drama,TR,,Heroical Romance,,,1591,1592,,1594,1594,Queen Elizabeth's Men,,,,,,A68114.headed.txt,TRUE,TRUE,TRUE,Free
A68191,S111569,A68191,a68191headed_Docuscope.html,46977f5d7a,1220,Anon.,,,,,,,no,The Trial of Chivalry,Printed: The Trial of Chivalry / Contemporary: The Life and Death of Cavaliero Dick Bowyer; This Gallant Cavaliero Dick Bowyer,drama,HI,romance,Pseudo-History,,HI,1599,1601,,1605,1605,Derby's (Strange's) Men,,,pentameter and prose,blank verse,,A68191.headed.txt,TRUE,TRUE,TRUE,Free
A68468,S110014,A68468,a68468headed_Docuscope.html,46977f5d7a,,"Middleton, Thomas",,,,,,,no,Your Five Gallants,The Five Witty Gallants,drama,CO,,CO,,,1607,1607,,1608,1608,,,,,,,A68468.headed.txt,TRUE,TRUE,TRUE,Free
A68488,S112982,A68488,a68488headed_Docuscope.html,,,"Munday, Anthony",,,,,,,yes,"Chrysanaleia: The Golden Fishing, or Honor of Fishmongers",,drama,EN,,Civic Pageant,,,1616,1616,,1616,1616,,,,,,,A68488.headed.txt,FALSE,FALSE,TRUE,Free
A68655,S115965,A68655,a68655headed_Docuscope.html,46977f5d7a,,"Richards, Nathaniel",,,,,,,no,"Messalina, the Roman Empress",,drama,TR,,TR,,,1634,1635,,1640,1640,King's Revels Company,,,,,,A68655.headed.txt,TRUE,TRUE,TRUE,Free
A68683,S116335,A68683,a68683headed_Docuscope.html,46977f5d7a,,"S., S.",,,,,,,no,The Honest Lawyer,,drama,CO,,CO,,,1614,1615,,1616,1616,Queen Anne's Men,,,,,,A68683.headed.txt,TRUE,TRUE,TRUE,Restricted
A68918,S111762,A68918,a68918headed_Docuscope.html,46977f5d7a,519,"Woodes, Nathaniel",,,,,,,no,The Conflict of Conscience,Performed+Printed: The Conflict of Conscience / Later assigned: The Desperation of Spira,drama,CO,moral,Protestant Moral,,CO; HI; treatise,1572,1572,,1581,1581,,,,"fourteeners, pentameter, and prose",yes,,A68918.headed.txt,TRUE,TRUE,TRUE,Free
A69093,S107709,A69093,a69093headed_Docuscope.html,46977f5d7a,,"Chapman, George",,,,,,,no,Monsieur D'Olive,,drama,CO,,CO,,,1605,1605,,1606,1606,Children of the Queen's Revels,,,,,,A69093.headed.txt,TRUE,TRUE,TRUE,Free
