TCP,ESTC
A85301,R206199
A85302,R208407
A85304,R208904
A85306,R211011
A85310,R202075
A85311,S122452
A85312,R209761
A85313,R208016
A85314,R206624
A85315,R202074
A85317,R23330
A85318,R212584
A85320,R202137
A85321,R5963
A85322,R42494
A85324,R177065
A85327,R209221
A85329,R210120
A85334,R202218
A85335,R22166
A85336,R201573
A85337,R201408
A85338,R22832
A85339,R20013
A85340,R20249
A85341,R202301
A85342,R36608
A85343,R202219
A85344,R227192
A85345,R177464
A85346,R202160
A85347,R210670
A85348,R43861
A85350,R212532
A85351,R202304
A85352,R16654
A85353,R211497
A85354,R200524
A85355,R21880
A85356,R8856
A85357,R200885
A85358,R212606
A85359,R17564
A85360,R213113
A85361,R9602
A85362,R8692
A85363,R9930
A85364,R212762
A85365,R4471
A85366,R206439
A85367,R209652
A85368,R210683
A85370,R200027
A85371,R201278
A85373,R210211
A85375,R177532
A85377,R32575
A85378,R230279
A85379,R1679
A85381,R3123
A85382,R202305
A85383,R201703
A85384,R21913
A85385,R6595
A85386,R12923
A85387,R207377
A85388,R3263
A85389,R35707
A85390,R12779
A85393,R202307
A85394,R201334
A85396,R12380
A85397,R15925
A85398,R204458
A85399,R15803
A85400,R22666
A85401,R5164
A85402,R205729
A85403,R202308
A85404,R204883
A85405,R11747
A85407,R202310
A85408,R207109
A85410,R202264
A85411,R201432
A85412,R202311
A85413,R188135
A85414,R8324
A85415,R202233
A85416,R201102
A85417,R202313
A85418,R5086
A85419,R206926
A85420,R200586
A85421,R209000
A85422,R202234
A85423,R208694
A85424,R200931
A85427,R17790
A85427,R227467
A85427,R498343
A85428,R8966
A85431,R202317
A85432,R265
A85434,R200346
A85436,R200620
A85437,R229141
A85438,R207633
A85440,R202319
A85442,R207443
A85443,R1423
A85444,R208052
A85445,R205067
A85446,R6361
A85448,R229607
A85451,R202164
A85452,R9022
A85456,R177492
A85458,R210401
A85459,R177552
A85461,R207426
A85462,R18590
A85463,R212603
A85464,R208280
A85465,R207705
A85466,R201849
A85467,R22601
A85469,R202235
A85470,R212243
A85476,R177564
A85479,R43662
A85480,R202248
A85482,R208377
A85485,R200284
A85486,R202327
A85487,R9775
A85492,R202329
A85493,R214276
A85496,R10354
A85497,R208326
A85498,R202241
A85500,R42580
A85504,R20272
A85505,R2879
A85506,R210780
A85507,R204636
A85508,R223566
A85510,R207370
A85513,R206308
A85515,R205686
A85516,R1312
A85517,R206800
A85518,R211381
A85519,R204729
A85521,R208330
A85523,R211747
A85524,R211747
A85525,R13225
A85527,R208312
A85528,R202242
A85529,R7665
A85530,R212344
A85531,R10644
A85532,R206953
A85533,R42273
A85534,R9385
A85536,R209574
A85537,R13919
A85539,R14833
A85540,R206345
A85541,R1966
A85542,R200217
A85544,R206221
A85545,R200727
A85546,R206957
A85547,R202254
A85548,R207205
A85549,R212817
A85550,R206472
A85551,R200005
A85553,R225390
A85558,R207598
A85559,R202335
A85561,R206177
A85562,R206207
A85563,R202346
A85564,R205062
A85565,R205956
A85566,R205774
A85567,R207194
A85568,R207021
A85569,R206714
A85570,R206231
A85571,R201720
A85573,R208375
A85574,R206811
A85575,R206744
A85576,R207379
A85577,R13641
A85578,R207071
A85579,R206785
A85580,R207459
A85581,R3654
A85582,R212964
A85583,R9186
A85584,R202345
A85586,R22945
A85587,R17406
A85588,R215676
A85590,R210018
A85592,R200660
A85593,R202341
A85594,R206217
A85595,R202338
A85596,R206995
A85598,R204685
A85599,R204747
A85600,R204884
A85601,R205634
A85602,R205739
A85603,R211883
A85605,R209877
A85606,R43862
A85607,R215728
A85608,R201366
A85609,R230061
A85610,R211075
A85611,R43865
A85612,R43866
A85614,R42736
A85615,R43868
A85616,R43864
A85617,R220399
A85618,R22435
A85619,R200623
A85620,R204678
A85621,R4279
A85622,R5842
A85623,R211854
A85624,R766
A85625,R202243
A85626,R206686
A85627,R30133
A85628,R204987
A85629,R200059
A85630,R206301
A85631,R206132
A85632,R1149
A85633,R204860
A85634,R200325
A85635,R207011
A85636,R205011
A85637,R205088
A85638,R13425
A85639,R235516
A85640,R206099
A85641,R206824
A85642,R206964
A85643,R206255
A85644,R205166
A85645,R205401
A85646,R205128
A85647,R15365
A85648,R42330
A85649,R22040
A85650,R209030
A85651,R211120
A85652,R202153
A85654,W42986
A85656,R201878
A85659,R14498
A85664,R17567
A85665,R206049
A85666,R212187
A85667,R206361
A85668,R207608
A85670,R209680
A85672,R21326
A85673,R6360
A85674,R40271
A85675,R202265
A85676,R211177
A85677,R208700
A85681,R202337
A85682,R205979
A85683,R200932
A85684,R200757
A85685,R210196
A85688,R202336
A85689,R11895
A85691,R40522
A85692,R211466
A85693,R227025
A85695,R29650
A85696,R19795
A85697,R206921
A85698,R206846
A85699,R206748
A85701,R209091
A85702,R211459
A85703,R206325
A85704,R202323
A85705,R20797
A85708,R210660
A85709,R4434
A85710,R22414
A85712,R207579
A85713,R10030
A85716,R208799
A85717,R23011
A85718,R14996
A85719,R13904
A85721,R9565
A85722,R9613
A85723,R202333
A85724,R202334
A85727,R208560
A85728,R210224
A85729,R1630
A85730,R8768
A85731,R228402
A85732,R204919
A85733,R209389
A85734,R200080
A85735,R202150
A85737,R209830
A85738,R201664
A85742,R201222
A85746,R202244
A85748,R202255
A85750,R202252
A85753,R206636
A85755,R212404
A85756,R228404
A85757,R23369
A85761,R206237
A85763,R202247
A85769,R207805
A85770,R177735
A85771,R215428
A85773,R215694
A85774,R207548
A85777,R202279
A85779,R207437
A85780,R206877
A85782,R202330
A85783,R207679
A85785,R202321
A85788,R210847
A85789,R202246
A85791,R228467
A85793,R177756
A85795,R42594
A85796,R177757
A85797,P1106
A85798,R16286
A85799,R210173
A85800,R19139
A85804,R177290
A85805,R5591
A85806,R7600
A85807,R202273
A85809,R206676
A85810,R200501
A85811,R202149
A85812,R21756
A85813,R209419
A85814,R224613
A85817,R1075
A85818,R232077
A85821,R226174
A85822,R226171
A85823,R201191
A85825,R207069
A85826,R202125
A85827,R202124
A85829,R200760
A85830,R201089
A85832,R205193
A85833,R2004
A85836,R207397
A85837,R43857
A85839,R202274
A85841,R202101
A85843,R202281
A85844,R225669
A85845,R3663
A85852,R202122
A85853,R202275
A85854,R7254
A85856,R204669
A85857,R202121
A85861,R207143
A85862,R204232
A85863,R202119
A85865,R230535
A85866,R210010
A85867,R202117
A85868,R205625
A85870,R209594
A85872,R202271
A85873,R210735
A85874,R210739
A85876,R200422
A85877,R9985
A85878,R206649
A85879,R209378
A85880,R232835
A85881,R209642
A85884,R202104
A85885,R201998
A85885,R206257
A85885,R212575
A85885,R234493
A85887,R209520
A85888,R202111
A85889,R16778
A85890,R206494
A85892,R5770
A85893,R207451
A85894,R204208
A85896,R201205
A85897,R226409
A85898,R231267
A85899,R230999
A85900,R230536
A85901,R201851
A85902,R229766
A85903,R210482
A85904,R202110
A85905,R210242
A85906,R210837
A85907,R20584
A85908,R204651
A85911,R177379
A85912,R43860
A85914,R202908
A85915,R204628
A85916,R206602
A85917,R206292
A85918,R206200
A85919,R206228
A85920,R206201
A85921,R206225
A85922,R206131
A85925,R202103
A85926,R205857
A85927,R202282
A85928,R202283
A85930,R210991
A85932,R209275
A85933,R211307
A85934,R205643
A85935,R204948
A85938,R200963
A85939,R200896
A85941,R19901
A85942,R23122
A85944,R18662
A85945,R206230
A85946,R201689
A85949,R201234
A85950,R230274
A85952,R208393
A85953,R208881
A85956,R202289
A85957,R209377
A85959,R232259
A85960,R211161
A85961,R207788
A85962,R210313
A85965,R23127
A85967,R201789
A85968,R202207
A85971,R225399
A85972,R205992
A85977,R207344
A85978,R200356
A85979,R200286
A85981,R22140
A85982,R22243
A85983,R202290
A85985,R202209
A85986,R202210
A85987,R202211
A85988,R202212
A85989,R200215
A85992,R201806
A85995,R208533
A86000,R202292
A86001,R226163
A86003,R200545
A86004,R200413
A86009,R21730
A86010,R177418
A86012,R208138
A86013,R911
A86014,R207504
A86015,R42542
A86016,R205980
A86017,R18994
A86028,R200897
A86029,R202215
A86030,R202294
A86031,R212469
A86032,R210557
A86034,R202224
A86035,R10488
A86036,R2045
A86037,R12349
A86038,R200105
A86040,R220270
A86042,R5838
A86043,R211809
A86044,R206208
A86045,R207745
A86047,R17729
A86049,R209679
A86050,R42894
A86051,R12994
A86053,R207013
A86054,R212192
A86055,R202414
A86056,R209455
A86057,R201690
A86058,R228364
A86059,R212656
A86062,R229589
A86065,R22113
A86067,R20302
A86068,R177501
A86070,R208086
A86072,R17955
A86073,R11304
A86077,R201941
A86079,R20704
A86083,R208634
A86084,R22943
A86085,R177903
A86086,R207463
A86087,R177904
A86088,R200251
A86089,R206309
A86090,R201078
A86091,R202380
A86092,R206705
A86093,R205075
A86094,R40953
A86096,R207661
A86097,R212524
A86098,R201465
A86099,R9637
A86101,R15019
A86102,R10535
A86105,R210483
A86106,R210041
A86107,R201345
A86109,R21233
A86110,R201351
A86112,R209197
A86113,R202383
A86117,R202584
A86119,R202483
A86120,R200009
A86122,R22249
A86123,R20032
A86124,R206502
A86127,R42331
A86131,R208879
A86132,R204194
A86134,R4702
A86135,R207151
A86136,R210276
A86138,R204453
A86139,R204668
A86140,R42739
A86141,R202582
A86142,R202597
A86143,R9046
A86144,R17685
A86145,R17892
A86146,R202580
A86147,R201668
A86148,R210550
A86151,R205029
A86152,R208331
A86153,R210486
A86154,R210402
A86155,R178128
A86156,R207401
A86157,R205490
A86160,R208966
A86162,R210740
A86163,R207329
A86164,R204460
A86165,R22394
A86166,R202387
A86169,R230321
A86170,R209716
A86172,R200427
A86178,R19899
A86182,R3679
A86183,R202434
A86186,R230322
A86187,R205524
A86188,R206114
A86190,R208108
A86191,R202520
A86192,R204706
A86194,R18646
A86197,R200073
A86198,R212599
A86199,R229321
A86200,R209834
A86201,R16073
A86202,R18284
A86203,R205360
A86204,R206022
A86207,R211762
A86208,R9898
A86209,R8748
A86210,R212131
A86212,R207637
A86213,R212544
A86214,R7452
A86215,R206415
A86216,R208372
A86219,R211217
A86220,R204608
A86223,R208346
A86226,R208783
A86230,R22143
A86237,R177950
A86251,R202417
A86252,R200290
A86253,R208866
A86255,R209811
A86256,R211821
A86259,R23361
A86260,R230654
A86261,R203901
A86262,R11691
A86264,R202576
A86266,R211085
A86267,R211085
A86269,R230655
A86270,R209722
A86273,R206523
A86277,R210015
A86278,R207604
A86280,R202410
A86281,R208020
A86287,R202420
A86289,R202486
A86290,R202407
A86296,R18322
A86299,R18609
A86302,R6988
A86304,R202415
A86306,R204596
A86310,R200845
A86311,R201717
A86312,R208569
A86313,R177982
A86316,R6819
A86319,R210273
A86320,P1317
A86321,R203343
A86322,R19947
A86324,R200555
A86325,R2493
A86326,R200280
A86328,R207114
A86329,R206976
A86330,R207421
A86331,R207231
A86333,R43631
A86336,R230656
A86337,R207959
A86339,R202579
A86340,R206885
A86341,R38166
A86342,R40463
A86343,R211550
A86348,R212753
A86350,R205298
A86351,R205863
A86352,R178160
A86356,R11496
A86358,R369
A86360,R9372
A86361,R212662
A86362,R230063
A86363,R5367
A86365,R206702
A86366,R42444
A86367,R205882
A86368,R206929
A86371,R205800
A86374,R6516
A86378,R19900
A86379,R205381
A86381,R205233
A86382,R43639
A86388,R211910
A86390,R9193
A86393,R42745
A86394,R212700
A86399,R207990
A86400,R43640
A86403,R211565
A86409,R230550
A86417,R202404
A86418,R178062
A86419,R200461
A86420,R208520
A86421,R208251
A86422,R208788
A86423,R208731
A86428,R208521
A86431,R11996
A86432,R4544
A86433,R201396
A86434,R209038
A86435,R209609
A86437,R229708
A86438,R208054
A86439,R5851
A86440,R208081
A86442,R178082
A86443,R19470
A86445,R207502
A86446,R207204
A86449,R23312
A86450,R202438
A86451,R202443
A86452,R16249
A86453,R11331
A86455,R19984
A86456,R209245
A86457,R5543
A86458,R206430
A86459,R8511
A86460,R211929
A86461,R212410
A86462,R9030
A86466,R231016
A86467,R202445
A86468,R201716
A86469,R27345
A86477,R19938
A86479,R228016
A86481,R8330
A86482,R200531
A86483,R7700
A86484,R201545
A86486,R200956
A86488,R2265
A86489,R202571
A86491,R2064
A86492,R208030
A86493,R207573
A86496,R230660
A86498,R209143
A86499,R209144
A86500,R205868
A86501,R8246
A86502,R15127
A86503,R209201
A86504,R202565
A86505,R207844
A86506,R200604
A86508,R211499
A86511,R202563
A86512,R201543
A86513,R202446
A86515,R230662
A86519,R17543
A86521,R230300
A86523,R212190
A86524,R11285
A86525,R1512
A86526,R15313
A86527,R18443
A86528,R200423
A86531,R202448
A86532,R11339
A86536,R178189
A86539,R212621
A86549,R208454
A86550,R201499
A86551,R202453
A86552,R200185
A86553,R206872
A86554,R202561
A86555,R206433
A86558,R202455
A86559,R230668
A86560,R42677
A86561,R17948
A86562,R206440
A86563,R206072
A86564,R206332
A86571,R206364
A86578,R202560
A86579,R17539
A86580,R206965
A86581,R202559
A86582,R202557
A86583,R224670
A86586,R208563
A86587,R211614
A86588,R206575
A86591,R22715
A86592,R13377
A86593,R212632
A86594,R212348
A86595,R2868
A86596,R22163
A86597,R21968
A86599,R207689
A86600,R208387
A86601,R206405
A86602,R208362
A86603,R210672
A86606,R230675
A86608,R178278
A86609,R209942
A86610,R202055
A86612,R207423
A86613,R15372
A86615,R15335
A86624,R15284
A86626,R5326
A86627,R206205
A86630,R7256
A86640,R212574
A86641,R205786
A86646,R207358
A86647,R207351
A86648,R18577
A86649,R207383
A86650,R208464
A86651,R204835
A86652,R207708
A86653,R178362
A86654,R202550
A86655,R206774
A86656,R207540
A86657,R201813
A86658,R206898
A86659,R202479
A86660,W12661
A86661,W13814
A86663,R202544
A86664,R202543
A86665,R207636
A86666,R202540
A86667,R207520
A86668,R204707
A86669,R212476
A86670,R207402
A86671,R207570
A86672,R202143
A86673,R11722
A86674,R207175
A86675,R229349
A86677,R202495
A86678,R201931
A86679,R201538
A86680,R202480
A86681,R212195
A86683,R202496
A86686,R206463
A86693,R210849
A86694,R8080
A86695,R14529
A86696,R201523
A86703,R206422
A86708,R202510
A86711,R208129
A86712,R17559
A86713,R201838
A86718,R211498
A86719,R201818
A86720,R230327
A86721,R208090
A86722,R42749
A86724,R211304
A86725,R211304
A86726,R42339
A86727,R210761
A86729,R206419
A86730,R1445
A86738,R205558
A86739,R210811
A86744,R208046
A86746,R7769
A86747,R205146
A86749,R2245
A86752,R204693
A86757,R210878
A86762,R210809
A86764,R211173
A86768,R202521
A86772,R201666
A86781,R1936
A86784,R3502
A86786,R208318
A86789,R178291
A86791,R202517
A86795,R212735
A86798,R209739
A86800,R207083
A86804,R212377
A86807,R200535
A86808,R200535
A86809,R201550
A86810,R201651
A86812,R201729
A86813,R202508
A86817,R6716
A86818,R205020
A86819,R202505
A86821,R202504
A86822,R202502
A86823,R4604
A86824,R202359
A86826,R1045
A86826,R229230
A86827,R5684
A86829,R201779
A86830,R9252
A86833,R202500
A86836,R7308
A86839,R2704
A86842,R202499
A86843,R212582
A86845,R5688
A86846,R210793
A86849,R201926
A86851,R202481
A86854,R202498
A86855,R202492
A86860,R209973
A86862,R202489
A86866,R16498
A86870,R229622
A86871,R206438
A86872,R202469
A86875,R212280
A86876,R202467
A86877,R207387
A86878,R202478
A86879,R210868
A86881,R224279
A86882,R204846
A86883,R209916
A86884,R178383
A86885,R204501
A86886,R212117
A86888,R206674
A86890,R208675
A86891,R209066
A86893,R11501
A86894,R200877
A86895,R210732
A86897,R212287
A86898,R178308
A86899,R1261
A86900,R14695
A86901,R22381
A86902,R204982
A86903,R22301
A86904,R205521
A86905,R12189
A86908,R202470
A86912,R207367
A86914,R205051
A86916,R212041
A86917,R5640
A86918,R21631
A86920,R202475
A86921,R43645
A86922,R2821
A86924,R206457
A86928,R200939
A86929,R201148
A86930,R201521
A86931,R200474
A86932,R209590
A86934,R209588
A86936,R202497
A86939,R178329
A86940,R178330
A86941,R209948
A86945,R210968
A86946,R202501
A86947,R209351
A86948,R209183
A86949,R206505
A86950,R205094
A86954,R211452
A86955,R8536
A86958,R202352
A86962,R209040
A86965,R20495
A86971,R205137
A86974,R208332
A86981,R208344
A86986,R7921
A86987,R42409
A86990,R12433
A86991,R223743
A86993,R17572
A86994,R200063
A86995,R202513
A86996,R204868
A86997,R202512
A86998,R8766
A86999,R202514
A87000,R210566
A87001,R206742
A87002,R11709
A87003,R226173
A87004,R209154
A87005,R207642
A87006,R208505
A87009,R202518
A87010,R202516
A87011,R201831
A87016,R200971
A87021,R201775
A87050,R207623
A87051,R202525
A87052,R202528
A87056,R230554
A87057,R208440
A87059,R212458
A87060,R202530
A87061,R202532
A87062,R212126
A87063,R209634
A87065,R209729
A87066,R43634
A87067,R211471
A87069,R207281
A87070,R209073
A87071,R200787
A87073,R23272
A87074,R23070
A87075,R6473
A87076,R19276
A87077,R19335
A87078,R212242
A87079,R206317
A87080,R16244
A87081,R2085
A87082,R210277
A87084,R19274
A87085,R212747
A87086,R2445
A87087,R11549
A87089,R206763
A87090,R206287
A87092,R202533
A87093,R202534
A87095,R207731
A87100,R201363
A87103,R231880
A87104,R12852
A87105,R211974
A87106,R202591
A87108,R22375
A87109,R201822
A87111,R208103
A87113,R212625
A87114,R202353
A87116,R42520
A87120,R22923
A87122,R22931
A87123,R7597
A87125,R211534
A87129,R202590
A87131,R202589
A87132,R202588
A87133,R202813
A87134,R207274
A87135,R212655
A87136,R202587
A87137,R202382
A87138,R202586
A87139,R202585
A87140,R208243
A87141,R16250
A87142,R210021
A87143,R202581
A87145,R202583
A87146,R204606
A87147,R204576
A87149,R207942
A87150,R21249
A87151,R4871
A87152,R200002
A87153,R202372
A87156,R13821
A87157,R212052
A87158,R215784
A87160,R209168
A87161,R207225
A87162,R43630
A87163,R20601
A87164,R204988
A87165,R12429
A87167,R951
A87168,R209273
A87169,R231005
A87170,R202373
A87171,R201648
A87172,R207226
A87173,R21495
A87174,R209441
A87175,R177838
A87177,R209155
A87178,R204874
A87179,R206917
A87180,R206608
A87181,R205973
A87183,R42683
A87184,R207715
A87186,R201517
A87187,R202376
A87190,R202377
A87192,R206315
A87193,R239
A87194,R201030
A87197,R208884
A87201,R210655
A87202,R211640
A87204,R206477
A87205,R15772
A87206,R202610
A87207,R206638
A87208,R202605
A87212,R209046
A87213,R202607
A87215,R202596
A87216,R15513
A87219,R2551
A87220,R18132
A87221,R210766
A87222,R11952
A87225,R22501
A87226,R207711
A87227,R207665
A87228,R202609
A87229,R202611
A87230,R207339
A87231,R207296
A87232,R8770
A87233,R206891
A87234,R211066
A87235,R210069
A87236,R232137
A87237,R12908
A87238,R204879
A87239,R18278
A87240,R202598
A87241,R204417
A87242,R223518
A87243,R8873
A87244,R201515
A87246,R205315
A87249,R204939
A87251,R201707
A87252,R201865
A87257,R15802
A87259,R215695
A87260,R178645
A87263,R14126
A87264,R16370
A87265,R200985
A87266,R42919
A87267,R212462
A87268,R204984
A87269,R178676
A87270,R43648
A87271,R43649
A87272,R17423
A87277,R11239
A87278,R210631
A87280,R211985
A87288,P1069
A87292,R5393
A87293,R211936
A87294,R210807
A87295,R208290
A87296,R206795
A87298,R178572
A87300,R200200
A87301,R178573
A87302,R43652
A87303,R171961
A87304,R229253
A87306,R43653
A87307,R232096
A87308,R229254
A87309,R4957
A87310,R227604
A87311,R211515
A87313,R21138
A87314,R8276
A87315,R19896
A87318,R212160
A87320,R207701
A87323,R32216
A87324,R15631
A87325,R5458
A87327,R202606
A87328,R4389
A87329,R201421
A87330,R226681
A87331,R17541
A87333,R178711
A87334,R178712
A87335,R224214
A87337,R5308
A87338,R209712
A87340,R208051
A87341,R211450
A87342,R204956
A87343,R43647
A87344,R210726
A87345,R5608
A87348,R18849
A87349,R206632
A87354,R210202
A87355,R211108
A87356,R211847
A87357,R12065
A87358,R211745
A87359,R2038
A87360,R211461
A87363,R5500
A87365,R211778
A87366,R211804
A87367,R211810
A87369,R211603
A87370,R211803
A87372,R202056
A87373,R8264
A87379,R202649
A87382,R15628
A87383,R5090
A87384,R202625
A87385,R206586
A87387,R201711
A87390,R203475
A87391,R201642
A87392,R18364
A87397,R206000
A87401,R17936
A87402,R20349
A87404,R207554
A87408,R9485
A87411,R205384
A87412,R202630
A87414,R205648
A87420,R202651
A87423,R179072
A87424,R210717
A87427,R208005
A87429,R200068
A87430,R202627
A87431,R211720
A87432,R208868
A87434,R43871
A87440,R229627
A87444,R16909
A87445,R210736
A87447,R223607
A87450,R207765
A87451,R202601
A87452,R210921
A87455,R2737
A87456,R201232
A87457,R221655
A87459,R221656
A87461,R201532
A87463,R202599
A87471,R202612
A87472,R42598
A87473,R18963
A87474,R215724
A87475,R205348
A87476,R201736
A87477,R178838
A87478,R208651
A87481,R225332
A87482,R2158
A87483,R211339
A87484,R208473
A87485,R200517
A87487,R222837
A87488,R227763
A87489,R179598
A87490,R202645
A87491,R211651
A87492,R179603
A87493,R211891
A87495,R188308
A87497,R230337
A87498,R207614
A87500,R178954
A87505,R230334
A87506,R205611
A87508,R202617
A87510,R202616
A87511,R231583
A87512,R202652
A87514,R209929
A87515,R19937
A87519,R20621
A87520,R20801
A87521,R205331
A87522,R204226
A87523,R201654
A87524,R201533
A87526,R1847
A87527,R205310
A87528,R201584
A87529,R24407
A87530,R202656
A87531,R202614
A87532,R204228
A87534,R233425
A87535,R205429
A87536,R208529
A87537,R204438
A87539,R205038
A87542,R20839
A87543,R43659
A87544,R211210
A87545,R211210
A87546,R211247
A87547,R43660
A87548,R179171
A87552,R202641
A87554,R37933
A87557,R206977
A87560,R208828
A87561,R10356
A87562,R207325
A87565,R202634
A87566,R201315
A87567,R200004
A87568,R204471
A87569,R201192
A87570,R209182
A87571,R211331
A87572,R1957
A87573,R192
A87575,R11787
A87577,R210718
A87578,R42517
A87579,R226679
A87584,R11822
A87586,R21825
A87588,R207209
A87589,R208821
A87593,R202615
A87595,R202618
A87601,N69684
A87602,N69685
A87603,R231025
A87606,R205691
A87607,R201430
A87608,R8651
A87609,R212472
A87610,R200551
A87611,R6776
A87613,R21929
A87615,R202648
A87616,R178993
A87617,R17571
A87618,R229400
A87619,R210799
A87621,R178998
A87622,R178999
A87625,R210164
A87627,R206113
A87628,R9329
A87629,R202619
A87630,R207927
A87631,R6731
A87634,R7797
A87637,R209500
A87638,R23238
A87639,R209436
A87640,R202637
A87642,R202632
A87643,R212087
A87644,R204993
A87647,R208212
A87648,R225612
A87649,R204917
A87650,R9232
A87651,R211694
A87652,R211696
A87653,W9990
A87656,W9991
A87657,R22128
A87658,W42984
A87662,R211800
A87664,R22278
A87668,R208389
A87669,R14495
A87670,R201426
A87671,R29849
A87672,R201011
A87676,R230349
A87687,R207264
A87689,R17205
A87692,R211114
A87695,R230359
A87697,R15383
A87698,R201285
A87700,R204280
A87701,R207719
A87702,R43872
A87704,R200801
A87710,R202666
A87711,R208815
A87716,R12008
A87717,R20129
A87718,R211411
A87720,R207954
A87721,R201173
A87722,R210166
A87723,R209289
A87724,R226027
A87727,R210386
A87729,R212229
A87730,R212184
A87731,R206660
A87741,R43875
A87744,R20591
A87745,R14837
A87746,R211170
A87750,R201324
A87751,R210467
A87752,R224857
A87753,R202653
A87756,R202442
A87760,R209521
A87766,R19174
A87768,R209003
A87771,R13566
A87772,R202670
A87773,R206046
A87775,R212102
A87776,R209063
A87780,R200297
A87781,R211197
A87783,R205426
A87789,R230361
A87790,R225100
A87791,R28968
A87794,R227356
A87796,R1286
A87797,R207918
A87798,R211060
A87799,R15626
A87801,R230365
A87802,R207740
A87804,R3756
A87805,R208553
A87806,R209658
A87807,R204676
A87808,R204196
A87809,R204195
A87810,R8632
A87811,R206927
A87812,R201724
A87815,R230367
A87816,R227257
A87817,R200061
A87820,R200159
A87825,R206223
A87827,R43878
A87828,R4217
A87829,R205970
A87831,R227274
A87832,R228176
A87837,R14525
A87840,R8298
A87841,R201091
A87845,R210938
A87847,R210932
A87848,R228454
A87849,R212754
A87850,R201762
A87856,R207289
A87860,R209763
A87861,R11625
A87865,R179452
A87867,R43876
A87871,R207928
A87872,R22162
A87874,R12873
A87878,R205986
A87879,R202717
A87881,R179464
A87883,R201440
A87884,R208329
A87885,R211365
A87886,R211749
A87887,R211749
A87888,R211388
A87889,R211440
A87890,R230775
A87892,R211730
A87895,R211661
A87896,R211661
A87897,R211559
A87898,R203181
A87901,R211401
A87903,R207995
A87904,R208281
A87905,R202706
A87906,R210542
A87907,R205566
A87908,R203945
A87912,R211590
A87913,R230704
A87914,R205556
A87915,R211578
A87916,R6972
A87919,R210782
A87925,R220796
A87928,R21285
A87930,R2550
A87931,R231897
A87932,R202815
A87933,R202810
A87934,R21554
A87935,R210948
A87936,R211303
A87937,R202812
A87938,R12275
A87938,R205239
A87939,R205929
A87940,R226718
A87942,R203779
A87944,R211264
A87946,R211588
A87947,R231584
A87948,R211476
A87949,R206791
A87950,R21936
A87953,R205265
A87955,R231027
A87961,R211082
A87962,R43877
A87963,R179554
A87966,R211645
A87968,R207982
A87972,R205112
A87973,R207047
A87974,R43879
A87975,R211632
A87976,R43687
A87981,R15144
A87982,R204440
A87983,R205461
A87984,R205286
A87985,R211703
A87987,R12169
A87988,R231034
A87990,R3007
A87994,R1111
A88001,R40245
A88002,R201619
A88003,R14272
A88004,R212423
A88005,R212423
A88007,R207087
A88010,R202834
A88011,R202819
A88014,R205255
A88016,R207088
A88017,R212400
A88018,R212767
A88019,R38553
A88020,R11606
A88021,R19734
A88024,R201570
A88025,R211646
A88026,R200150
A88027,R200164
A88029,R230390
A88031,R10956
A88032,R211522
A88035,R207185
A88036,R201373
A88037,R215666
A88040,R202805
A88041,R211523
A88042,R212433
A88044,R210929
A88045,R211360
A88047,R212742
A88048,R211224
A88049,R19026
A88050,R201608
A88053,R212060
A88055,R230707
A88057,R202727
A88058,R202725
A88059,R205222
A88061,R206701
A88063,R206630
A88064,R202722
A88065,R231026
A88066,R204575
A88067,R205355
A88068,R205977
A88071,R23426
A88072,R204645
A88073,R200265
A88075,R200941
A88076,R200367
A88079,R212119
A88080,R206784
A88081,R204470
A88083,R202720
A88084,R202811
A88085,R211592
A88086,R201035
A88089,R205317
A88092,R205027
A88095,R221658
A88096,R207364
A88098,R200863
A88100,R15236
A88101,R205182
A88103,R202718
A88104,R11792
A88105,R200742
A88107,R200462
A88108,R204958
A88109,R207277
A88110,R227279
A88112,R209688
A88116,R202715
A88118,R227280
A88121,R210188
A88123,R179703
A88124,R6806
A88129,R13683
A88130,R211791
A88132,R43688
A88133,R231836
A88137,R240
A88140,R205561
A88141,R20324
A88142,R22089
A88146,R42465
A88148,R200237
A88149,R201371
A88151,R42276
A88152,R210632
A88153,R212915
A88156,R201211
A88157,R212845
A88159,R211530
A88160,R206050
A88161,R201262
A88163,R207116
A88164,R202802
A88165,R210488
A88166,R21507
A88167,R210562
A88168,R204434
A88169,R205869
A88171,R202747
A88176,R9855
A88179,R202793
A88180,R200315
A88182,R204425
A88183,R205125
A88184,R202791
A88186,R204503
A88189,R200906
A88190,R202731
A88191,R30993
A88192,R207238
A88195,R204522
A88196,R210393
A88197,R210393
A88200,R211292
A88201,R211300
A88202,R201740
A88203,R7139
A88204,R207124
A88206,R200926
A88207,R200876
A88208,R202758
A88209,R206637
A88210,R206981
A88211,R210612
A88212,P1297
A88214,R206552
A88215,R212814
A88217,R201061
A88219,R9983
A88221,R202788
A88223,R200158
A88225,R34538
A88226,R204498
A88227,R202786
A88228,R201322
A88229,R201382
A88230,R202784
A88231,R202741
A88232,R204431
A88233,R207176
A88234,R205304
A88235,R202744
A88236,R202738
A88237,R12119
A88238,R202743
A88239,R204903
A88240,R202789
A88241,R201615
A88242,R200097
A88243,R201489
A88244,R201291
A88245,R205874
A88246,R201493
A88247,R501
A88248,R206594
A88249,R211267
A88250,R211539
A88251,R211024
A88252,R204429
A88253,R232155
A88254,R204577
A88255,R211547
A88256,R205207
